intca,ID,value,type
INTCA_RS10210,Ga0242637_111845,5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10210,Ga0242637_111845,5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10210,Ga0242637_111845,5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10210,Ga0242637_111845,benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10210,Ga0242637_111845,"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide",pathway
INTCA_RS10210,Ga0242637_111845,adenosylcobinamide-GDP salvage from cobinamide I,pathway
INTCA_RS10210,Ga0242637_111845,,pathway
INTCA_RS10205,Ga0242637_111844,adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I,pathway
INTCA_RS10205,Ga0242637_111844,2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10205,Ga0242637_111844,adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10205,Ga0242637_111844,5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10205,Ga0242637_111844,5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10205,Ga0242637_111844,5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10205,Ga0242637_111844,5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10205,Ga0242637_111844,benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10205,Ga0242637_111844,"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide",pathway
INTCA_RS10205,Ga0242637_111844,adenosylcobinamide-GDP salvage from cobinamide I,pathway
INTCA_RS10205,Ga0242637_111844,,pathway
INTCA_RS10200,Ga0242637_111843,adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I,pathway
INTCA_RS10200,Ga0242637_111843,2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10200,Ga0242637_111843,adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10200,Ga0242637_111843,5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10200,Ga0242637_111843,5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10200,Ga0242637_111843,5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10200,Ga0242637_111843,5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10200,Ga0242637_111843,benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10200,Ga0242637_111843,"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide",pathway
INTCA_RS10200,Ga0242637_111843,adenosylcobinamide-GDP salvage from cobinamide I,pathway
INTCA_RS10200,Ga0242637_111843,,pathway
INTCA_RS10195,Ga0242637_111842,adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I,pathway
INTCA_RS10195,Ga0242637_111842,2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10195,Ga0242637_111842,adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10195,Ga0242637_111842,5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10195,Ga0242637_111842,5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10195,Ga0242637_111842,5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10195,Ga0242637_111842,5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10195,Ga0242637_111842,benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10195,Ga0242637_111842,"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide",pathway
INTCA_RS10195,Ga0242637_111842,adenosylcobinamide-GDP salvage from cobinamide I,pathway
INTCA_RS10195,Ga0242637_111842,,pathway
INTCA_RS10190,Ga0242637_111841,adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I,pathway
INTCA_RS10190,Ga0242637_111841,2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10190,Ga0242637_111841,adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10190,Ga0242637_111841,5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10190,Ga0242637_111841,5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10190,Ga0242637_111841,5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10190,Ga0242637_111841,5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10190,Ga0242637_111841,benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10190,Ga0242637_111841,"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide",pathway
INTCA_RS10190,Ga0242637_111841,adenosylcobinamide-GDP salvage from cobinamide I,pathway
INTCA_RS10190,Ga0242637_111841,,pathway
INTCA_RS10185,Ga0242637_111840,adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I,pathway
INTCA_RS10185,Ga0242637_111840,2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10185,Ga0242637_111840,adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10185,Ga0242637_111840,5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10185,Ga0242637_111840,5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10185,Ga0242637_111840,5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10185,Ga0242637_111840,5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10185,Ga0242637_111840,benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP,pathway
INTCA_RS10185,Ga0242637_111840,"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide",pathway
INTCA_RS10185,Ga0242637_111840,adenosylcobinamide-GDP salvage from cobinamide I,pathway
INTCA_RS10185,Ga0242637_111840,,pathway
INTCA_RS07700,Ga0242637_111337,peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing),pathway
INTCA_RS07700,Ga0242637_111337,UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing),pathway
INTCA_RS07695,Ga0242637_111336,peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing),pathway
INTCA_RS07695,Ga0242637_111336,UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing),pathway
INTCA_RS07690,Ga0242637_111334,peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing),pathway
INTCA_RS07690,Ga0242637_111334,UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing),pathway
INTCA_RS07685,Ga0242637_111333,peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing),pathway
INTCA_RS07685,Ga0242637_111333,UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing),pathway
INTCA_RS07680,Ga0242637_111332,peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing),pathway
INTCA_RS07680,Ga0242637_111332,UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing),pathway
INTCA_RS07675,Ga0242637_111331,peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing),pathway
INTCA_RS07675,Ga0242637_111331,UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing),pathway
INTCA_RS07670,Ga0242637_111330,peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing),pathway
INTCA_RS07670,Ga0242637_111330,UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing),pathway
INTCA_RS07665,Ga0242637_111329,peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing),pathway
INTCA_RS07665,Ga0242637_111329,UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing),pathway
INTCA_RS09980,Ga0242637_111799,superpathway of aromatic amino acid biosynthesis,pathway
INTCA_RS09980,Ga0242637_111799,chorismate biosynthesis I,pathway
INTCA_RS09980,Ga0242637_111799,3-dehydroquinate biosynthesis I,pathway
INTCA_RS09980,Ga0242637_111799,L-threonine degradation IV,pathway
INTCA_RS09980,Ga0242637_111799,glycine biosynthesis IV,pathway
INTCA_RS09975,Ga0242637_111798,superpathway of aromatic amino acid biosynthesis,pathway
INTCA_RS09975,Ga0242637_111798,chorismate biosynthesis I,pathway
INTCA_RS09975,Ga0242637_111798,3-dehydroquinate biosynthesis I,pathway
INTCA_RS09975,Ga0242637_111798,L-threonine degradation IV,pathway
INTCA_RS09975,Ga0242637_111798,glycine biosynthesis IV,pathway
INTCA_RS14490,Ga0242637_112740,"superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation",pathway
INTCA_RS14490,Ga0242637_112740,<i>N</i>-acetylglucosamine degradation I,pathway
INTCA_RS14490,Ga0242637_112740,,pathway
INTCA_RS14485,Ga0242637_112739,"superpathway of <i>N</i>-acetylglucosamine, <i>N</i>-acetylmannosamine and <i>N</i>-acetylneuraminate degradation",pathway
INTCA_RS14485,Ga0242637_112739,<i>N</i>-acetylglucosamine degradation I,pathway
INTCA_RS14485,Ga0242637_112739,,pathway
INTCA_RS10110,Ga0242637_111825,N-end rule pathway I (prokaryotic),pathway
INTCA_RS05095,Ga0242637_11861,N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis,pathway
INTCA_RS05095,Ga0242637_11861,,pathway
INTCA_RS05090,Ga0242637_11860,N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis,pathway
INTCA_RS05090,Ga0242637_11860,,pathway
INTCA_RS05085,Ga0242637_11859,N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis,pathway
INTCA_RS05085,Ga0242637_11859,,pathway
INTCA_RS10105,Ga0242637_111824,[2Fe-2S] iron-sulfur cluster biosynthesis,pathway
INTCA_RS10105,Ga0242637_111824,superpathway of thiamine diphosphate biosynthesis II,pathway
INTCA_RS10105,Ga0242637_111824,molybdenum cofactor biosynthesis,pathway
INTCA_RS10105,Ga0242637_111824,thiazole biosynthesis II (aerobic bacteria),pathway
INTCA_RS10105,Ga0242637_111824,L-alanine biosynthesis III,pathway
INTCA_RS10100,Ga0242637_111823,[2Fe-2S] iron-sulfur cluster biosynthesis,pathway
INTCA_RS10100,Ga0242637_111823,superpathway of thiamine diphosphate biosynthesis II,pathway
INTCA_RS10100,Ga0242637_111823,molybdenum cofactor biosynthesis,pathway
INTCA_RS10100,Ga0242637_111823,thiazole biosynthesis II (aerobic bacteria),pathway
INTCA_RS10100,Ga0242637_111823,L-alanine biosynthesis III,pathway
INTCA_RS10095,Ga0242637_111822,aerobic respiration I (cytochrome c),pathway
INTCA_RS10090,Ga0242637_111821,aerobic respiration I (cytochrome c),pathway
INTCA_RS10085,Ga0242637_111820,aerobic respiration I (cytochrome c),pathway
INTCA_RS10065,Ga0242637_111816,homocysteine and cysteine interconversion,pathway
INTCA_RS10065,Ga0242637_111816,L-methionine biosynthesis II (plants),pathway
INTCA_RS10065,Ga0242637_111816,aerobic respiration I (cytochrome c),pathway
INTCA_RS10060,Ga0242637_111815,homocysteine and cysteine interconversion,pathway
INTCA_RS10060,Ga0242637_111815,L-methionine biosynthesis II (plants),pathway
INTCA_RS10060,Ga0242637_111815,aerobic respiration I (cytochrome c),pathway
INTCA_RS10055,Ga0242637_111814,superpathway of aromatic amino acid biosynthesis,pathway
INTCA_RS10055,Ga0242637_111814,L-tryptophan biosynthesis,pathway
INTCA_RS10050,Ga0242637_111813,superpathway of aromatic amino acid biosynthesis,pathway
INTCA_RS10050,Ga0242637_111813,L-tryptophan biosynthesis,pathway
INTCA_RS10020,Ga0242637_111807,glycolysis III (from glucose),pathway
INTCA_RS10015,Ga0242637_111806,glycolysis III (from glucose),pathway
INTCA_RS10010,Ga0242637_111805,glycolysis III (from glucose),pathway
INTCA_RS10005,Ga0242637_111804,glycolysis III (from glucose),pathway
INTCA_RS09995,Ga0242637_111802,CDP-diacylglycerol biosynthesis III,pathway
INTCA_RS09995,Ga0242637_111802,phosphatidylglycerol biosynthesis II (non-plastidic),pathway
INTCA_RS09995,Ga0242637_111802,CDP-diacylglycerol biosynthesis I,pathway
INTCA_RS09995,Ga0242637_111802,,pathway
INTCA_RS09990,Ga0242637_111801,CDP-diacylglycerol biosynthesis III,pathway
INTCA_RS09990,Ga0242637_111801,phosphatidylglycerol biosynthesis II (non-plastidic),pathway
INTCA_RS09990,Ga0242637_111801,CDP-diacylglycerol biosynthesis I,pathway
INTCA_RS09990,Ga0242637_111801,,pathway
INTCA_RS09985,Ga0242637_111800,CDP-diacylglycerol biosynthesis III,pathway
INTCA_RS09985,Ga0242637_111800,phosphatidylglycerol biosynthesis II (non-plastidic),pathway
INTCA_RS09985,Ga0242637_111800,CDP-diacylglycerol biosynthesis I,pathway
INTCA_RS09985,Ga0242637_111800,,pathway
INTCA_RS09775,Ga0242637_111758,superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,pathway
INTCA_RS09775,Ga0242637_111758,superpathway of thiamine diphosphate biosynthesis II,pathway
INTCA_RS09775,Ga0242637_111758,pyridoxal 5'-phosphate biosynthesis I,pathway
INTCA_RS09775,Ga0242637_111758,methylerythritol phosphate pathway I,pathway
INTCA_RS09775,Ga0242637_111758,methylerythritol phosphate pathway II,pathway
INTCA_RS09775,Ga0242637_111758,thiazole biosynthesis II (aerobic bacteria),pathway
INTCA_RS09840,Ga0242637_111771,<i>myo</i>-inositol biosynthesis,pathway
INTCA_RS14895,Ga0242637_112824,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS14890,Ga0242637_112823,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS14885,Ga0242637_112822,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS09785,Ga0242637_111760,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),pathway
INTCA_RS09785,Ga0242637_111760,mixed acid fermentation,pathway
INTCA_RS07905,Ga0242637_111377,tRNA charging,pathway
INTCA_RS09575,Ga0242637_111718,androstenedione degradation,pathway
INTCA_RS09575,Ga0242637_111718,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS09575,Ga0242637_111718,fatty acid &beta;-oxidation I,pathway
INTCA_RS09575,Ga0242637_111718,L-isoleucine degradation I,pathway
INTCA_RS09575,Ga0242637_111718,fatty acid elongation -- saturated,pathway
INTCA_RS09575,Ga0242637_111718,stearate biosynthesis II (bacteria and plants),pathway
INTCA_RS09575,Ga0242637_111718,<i>cis</i>-vaccenate biosynthesis,pathway
INTCA_RS09575,Ga0242637_111718,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),pathway
INTCA_RS09575,Ga0242637_111718,palmitate biosynthesis II (bacteria and plants),pathway
INTCA_RS09575,Ga0242637_111718,,pathway
INTCA_RS09570,Ga0242637_111717,androstenedione degradation,pathway
INTCA_RS09570,Ga0242637_111717,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS09570,Ga0242637_111717,fatty acid &beta;-oxidation I,pathway
INTCA_RS09570,Ga0242637_111717,L-isoleucine degradation I,pathway
INTCA_RS09570,Ga0242637_111717,fatty acid elongation -- saturated,pathway
INTCA_RS09570,Ga0242637_111717,stearate biosynthesis II (bacteria and plants),pathway
INTCA_RS09570,Ga0242637_111717,<i>cis</i>-vaccenate biosynthesis,pathway
INTCA_RS09570,Ga0242637_111717,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),pathway
INTCA_RS09570,Ga0242637_111717,palmitate biosynthesis II (bacteria and plants),pathway
INTCA_RS09570,Ga0242637_111717,,pathway
INTCA_RS09565,Ga0242637_111716,androstenedione degradation,pathway
INTCA_RS09565,Ga0242637_111716,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS09565,Ga0242637_111716,fatty acid &beta;-oxidation I,pathway
INTCA_RS09565,Ga0242637_111716,L-isoleucine degradation I,pathway
INTCA_RS09565,Ga0242637_111716,fatty acid elongation -- saturated,pathway
INTCA_RS09565,Ga0242637_111716,stearate biosynthesis II (bacteria and plants),pathway
INTCA_RS09565,Ga0242637_111716,<i>cis</i>-vaccenate biosynthesis,pathway
INTCA_RS09565,Ga0242637_111716,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),pathway
INTCA_RS09565,Ga0242637_111716,palmitate biosynthesis II (bacteria and plants),pathway
INTCA_RS09565,Ga0242637_111716,,pathway
INTCA_RS09730,Ga0242637_111749,peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing),pathway
INTCA_RS09730,Ga0242637_111749,UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing),pathway
INTCA_RS09730,Ga0242637_111749,,pathway
INTCA_RS09720,Ga0242637_111747,androstenedione degradation,pathway
INTCA_RS09720,Ga0242637_111747,phenylacetate degradation I (aerobic),pathway
INTCA_RS09720,Ga0242637_111747,fatty acid &beta;-oxidation I,pathway
INTCA_RS09720,Ga0242637_111747,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS09720,Ga0242637_111747,L-isoleucine degradation I,pathway
INTCA_RS09715,Ga0242637_111746,androstenedione degradation,pathway
INTCA_RS09715,Ga0242637_111746,phenylacetate degradation I (aerobic),pathway
INTCA_RS09715,Ga0242637_111746,fatty acid &beta;-oxidation I,pathway
INTCA_RS09715,Ga0242637_111746,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS09715,Ga0242637_111746,L-isoleucine degradation I,pathway
INTCA_RS09550,Ga0242637_111712,tRNA charging,pathway
INTCA_RS09550,Ga0242637_111712,,pathway
INTCA_RS09545,Ga0242637_111711,tRNA charging,pathway
INTCA_RS09545,Ga0242637_111711,,pathway
INTCA_RS11745,Ga0242637_112169,coenzyme A biosynthesis I (prokaryotic),pathway
INTCA_RS11740,Ga0242637_112167,coenzyme A biosynthesis I (prokaryotic),pathway
INTCA_RS11735,Ga0242637_112166,coenzyme A biosynthesis I (prokaryotic),pathway
INTCA_RS11730,Ga0242637_112165,coenzyme A biosynthesis I (prokaryotic),pathway
INTCA_RS08180,Ga0242637_111433,L-cysteine biosynthesis VI (from L-methionine),pathway
INTCA_RS08180,Ga0242637_111433,<i>S</i>-adenosyl-L-methionine cycle I,pathway
INTCA_RS08180,Ga0242637_111433,superpathway of L-cysteine biosynthesis (mammalian),pathway
INTCA_RS08180,Ga0242637_111433,S-adenosyl-L-methionine biosynthesis,pathway
INTCA_RS08180,Ga0242637_111433,L-methionine degradation I (to L-homocysteine),pathway
INTCA_RS08180,Ga0242637_111433,<i>S</i>-adenosyl-L-methionine cycle II,pathway
INTCA_RS08175,Ga0242637_111432,L-cysteine biosynthesis VI (from L-methionine),pathway
INTCA_RS08175,Ga0242637_111432,<i>S</i>-adenosyl-L-methionine cycle I,pathway
INTCA_RS08175,Ga0242637_111432,superpathway of L-cysteine biosynthesis (mammalian),pathway
INTCA_RS08175,Ga0242637_111432,S-adenosyl-L-methionine biosynthesis,pathway
INTCA_RS08175,Ga0242637_111432,L-methionine degradation I (to L-homocysteine),pathway
INTCA_RS08175,Ga0242637_111432,<i>S</i>-adenosyl-L-methionine cycle II,pathway
